"Distance quakes/tectonic_plates","Distance uniform_law/tectonic_plates"
3588.66617824294,382125.01024713
22232.814848063,1693481.612539
28296.7779175653,95107.0592526725
96658.235481617,400426.251641307
95039.1439232274,10855.7813334846
77666.9835836294,1045561.13280512
74581.3405063313,559568.202857096
2376.06481040687,721614.894398589
108518.601355249,876417.82712874
17897.2050569577,1320426.72588962
121005.607869061,484174.276458324
225361.66208842,1188180.95572882
412229.299300219,110650.152959513
185643.28733922,1017849.44192473
35152.6951839914,2043618.29415246
59113.2320162727,1075955.0801521
84295.6104651538,208367.50013408
26586.0830595528,1226652.62818202
240847.00278314,2505421.78031762
86790.9595679055,1687160.5068466
438763.811018727,46052.2397150032
66747.0994996637,1129443.34413012
280792.024381193,1991646.65031261
30766.5075187526,110072.945724643
248709.493822074,1088567.28264675
316107.308271365,710631.354565616
333373.774226336,552043.899343573
106656.975816625,2829437.87616384
272870.430948787,2298237.80287621
31159.372642285,493956.644113518
29900.7886091107,1780698.99905042
53320.4435814913,2986368.84582857
17888.6294364467,1552992.64008651
32284.0867481536,933767.787751966
131146.594469404,271317.729018835
11102.8592502753,1982823.10714281
74353.644093208,184951.075689759
476497.808827829,2559797.78548586
35373.136098834,1308677.44049654
12077.244091083,990403.275527067
118116.296093278,1850668.45001739
215337.108269538,301597.016110731
9314.32253223273,588339.549004845
43823.8317864493,214532.200109081
252596.627474644,1323649.90010953
128355.925887806,348502.89285135
18996.4073365277,1669486.74892421
338029.916809348,65612.5304950478
107348.872699263,2650674.26590296
42955.117597908,2028152.92202998
344517.362714273,1268775.14753574
423104.954482255,279769.652199289
96752.9649127372,1603290.96158766
103463.571166828,1620889.18816374
34673.5277581827,821842.45185053
14951.1727633303,226747.917089729
458851.270654424,432040.473498674
11328.8498725591,2814476.89665278
37844.9292888123,703487.250698501
30597.8736242405,221999.318466965
36109.7892843113,764484.621862142
118825.818705513,767736.871975327
118447.692788912,2646228.90140577
126269.029765179,1851361.32708478
5203.08945537405,594753.688184715
102832.267398509,223122.776720315
44541.4519542461,725207.377763156
69570.3130898467,2659953.7094767
132551.943827658,192119.398421523
131407.93495691,1070150.75271734
32707.7041573764,848681.203712517
7818.53743983982,2093683.62036904
26362.4608090933,1128586.18325253
28973.9375227056,1503743.81093565
108050.265094074,59428.3477770967
22698.5523418608,1608126.34382976
63951.7752259603,689778.929308061
111235.744877446,925670.65806178
113794.106371178,1137725.09715462
120051.016933932,746907.003883333
94192.1954109187,670891.738378515
46344.1634712879,1269272.26460587
55660.5955683935,254317.643816432
89998.9322720873,1294400.85259634
81928.0827467173,2406144.44286675
465600.833864115,1887693.34219519
9621.35327195049,473916.073990098
18974.1072962457,99297.0657465682
230554.173317014,2040414.426255
140509.528591113,1470986.33417788
18592.4029050816,959894.756226265
99470.7719561731,3347732.8647614
202299.77644657,1350971.05515067
61565.4412587497,1452011.68979249
8258.35296901978,352986.471117982
87619.7783872788,1188086.32032821
80170.4371461219,1502008.34103564
242245.687571931,172160.603456788
63261.6465915072,1673252.86587146
290123.94629493,1536818.83677668
34827.0315332968,221084.653081024
55300.3769294433,1041489.58920468
50845.5038605562,68995.8641838607
17299.8054842546,70493.5846245741
185834.73772283,384022.927611932
50368.3151971747,356232.921283038
14508.1028762563,96254.7008697923
181388.735720386,2607059.84498367
9128.07649832696,248240.479262748
13595.2188600664,570394.951840857
72425.0654168847,1601731.46403957
71971.7859185667,146137.982526342
21310.1566052186,92401.2035607102
27756.1137865411,717868.890183259
243777.530309796,1417951.78277551
116060.787015835,196660.637981095
18470.7962402297,2639693.86803995
321078.777140016,1677545.73820832
212065.008072177,1596504.53407725
64141.3312032271,1052101.20936065
83983.5599344597,1494171.76288967
74411.3477885353,236169.038430856
21844.4924803031,694978.643477944
97305.8000251601,798894.924587533
49547.9403054971,2420331.2474715
21941.2368128954,1310494.15251342
522907.365585423,2388551.85906894
29316.426474897,879306.961680401
30988.2831111537,2076059.78011898
42831.4248174545,1054505.31984257
113149.765594847,815864.579149337
25645.2060334229,470578.271058335
131512.792626425,2380110.02267937
28837.974885061,780604.097969858
47857.8684712825,534895.934006535
120325.411157293,520133.236926246
15715.0843465394,1075151.85086343
90916.3272845798,753807.70764521
100439.024262734,642856.477012303
217562.954572225,160923.3639697
34778.2331771511,74450.6603502119
42055.3405815986,1651680.96121838
35853.3388180908,1137092.11812241
115919.240876497,900541.277941149
49590.4202666491,975184.400850569
44064.6942440934,2338806.78778403
25311.6333870794,1827644.00232629
51628.2431516294,768832.864288991
12485.5623385684,1944456.25935319
71236.0180682697,250466.013126117
2877.15392404425,1652405.75759117
34873.0218635764,1843300.48085874
106832.050799801,13627.752943814
171496.445711693,1811641.59865327
72822.8888546998,954171.351182071
70787.4234529487,929985.352119502
81352.7212662319,1085209.9486878
74157.0799249309,2669815.47989339
232325.447692129,204089.251594018
119951.235670328,98010.9746322182
333848.867437931,1059050.56429267
337250.128407356,259031.694531147
48810.9513124012,347381.184463104
177083.826417104,333775.903862051
114589.82465209,126889.274263398
12347.5394484898,534598.142731327
511022.297958233,358316.663418269
33432.3867161604,1097628.3058104
183505.863353467,280806.48077531
901110.111033431,3240549.04218166
239931.799830399,2528656.63634876
98914.0444372832,93631.5825808047
121434.727073919,1868570.3555512
21129.5626198313,386317.684198422
23266.936875371,2628350.24239222
276443.935177855,529430.274764327
361585.140219244,2920074.37889253
259323.964122346,197540.371358865
20334.5828016055,2298122.14690935
83572.4557135917,1129851.37478617
25233.3482679002,45042.1053785836
98080.4735750785,490012.098060625
191832.635970555,837102.58736158
132931.708620863,3798571.12323124
222724.37651173,2383007.31377943
67478.204015297,2158916.864467
178906.084504181,1414109.07031968
267966.255999654,639796.165529337
12362.7098540476,1020573.49612847
20220.061669166,552690.807443572
38092.7525001984,1398520.80936028
22584.9615776779,737723.20881028
9574.04482090817,397752.00373568
20775.3800054615,1672669.97118927
152719.086943197,770268.881213551
275583.089972163,385250.357624445
62923.3892521855,759780.628058148
68871.9885496722,338478.39382862
54446.8639544457,369447.457813156
336303.408622075,1407134.19833055
54645.3050668627,875972.221650329
30335.5757519595,1098895.54967544
63427.5451810237,1051515.6323539
224293.273135483,1363845.14940147
39338.8458404845,1784067.10973179
14143.8859690289,1207998.85942278
48127.9253803701,1173295.48565774
39562.8043941047,387173.514697967
36896.5090848375,2156871.59943756
100768.827598464,592727.404446018
16570.3987714573,2720670.16665079
35071.3701341439,1338741.69617421
72322.4061853299,51323.4855886304
40271.4039040213,213819.026597177
39763.0668092957,1727577.54742986
32128.0041178091,1527870.34498085
58087.828948828,2693860.75715865
60805.7653011646,1099674.67945736
129092.260119933,562873.408563244
129262.811007861,2007793.81743082
73548.1323683646,1843456.57795633
98490.9330692481,511753.862632342
155262.971625747,989117.090113668
45674.5418455724,1446555.34438729
347112.7342689,842169.713361599
44484.9722775054,47133.0949205475
53378.5678222055,1513118.0460934
135370.380877018,2690308.47099148
21270.0839426033,211056.112146558
138316.698002306,2071134.99245638
48814.8610695454,1461783.14859277
54190.1562246788,450184.477165009
50969.3263745079,595184.531281407
172926.568871554,1810202.0205909
152906.60051921,890046.359228141
86781.3950200983,561583.988169941
54891.7569570679,1045572.48501679
33558.3232421075,272054.673495464
23889.7186638565,342348.706153331
9777.45132295187,1700652.08027193
303503.979374689,65588.2127164415
120885.541600332,328317.220277831
56266.6233562206,995003.856030918
19121.8367723956,2397757.6158768
24684.892045532,1622391.80160588
73182.4271463718,2588635.17156461
51818.2877279691,2607316.30605061
65857.1222209203,2241509.50103408
31415.8330470285,625874.259465285
71133.5691387098,1371961.51938105
90155.7293407099,964520.868779789
68613.6609690609,391246.973612698
68239.1230159981,1808309.55645485
79832.032645102,570543.106840878
87873.6047664457,1247998.01931873
59707.2411366492,1194216.14671382
287033.784773454,208337.260992035
225060.978503601,1607366.8209364
33424.3803676564,350206.807502246
22237.8414783981,458138.411482661
46332.6223751277,1855092.47902071
96839.3447755088,1611867.49928283
162926.736841444,103666.27156223
17635.839274401,2904059.74016048
507990.510689284,361189.053227831
17236.5785027338,481018.56250035
205072.09414567,272101.773464672
47803.5205986208,1433146.92330815
18263.8715450805,135296.464560343
44670.2095110299,2628227.48214783
10648.478541571,1103282.75149678
24559.3768234276,1479604.61817379
23755.3984934153,1029751.40631695
121906.547854132,235295.807357268
122920.442359088,431553.815538343
113212.250440455,105452.574696703
25742.4733701768,2910901.70516707
127385.716963334,645431.805486714
42900.8490174898,3158353.00385066
99904.4733255022,717371.939867173
114552.174343586,752043.415470738
97657.9260138531,157426.493892479
64930.6147528917,2607134.08478823
92589.7373064884,2634207.59008604
137707.276569406,895760.234676188
127116.960653667,12187.0562714263
266141.46090412,586267.437774233
59064.8821172595,1220804.86724902
103065.782756015,310976.97627483
98522.8294915212,710872.863542547
130400.541511542,463274.134637725
279630.564213936,435201.270739693
133779.421756607,2425935.44414158
198040.39043302,1860003.79801133
110344.008142342,1087922.34653098
56886.7524938742,635196.03046902
29938.7570417712,355470.750023279
152370.717327291,2393629.61038182
286451.199284181,434594.716634291
157662.348204553,500211.161223995
68192.2880923755,96636.3337429311
49757.0636964849,2395621.18608237
74331.5381380298,946424.707875698
108869.786882779,534878.959978001
265343.395814068,608519.288800212
47021.5152766109,727424.704361851
48340.467853391,205477.692695845
24637.7976631173,69793.6594926023
35986.5048760719,1704049.44145609
154750.328159191,1212329.97589191
43531.5754030743,1615006.28297997
27410.3150111087,979774.535795417
12006.6274390747,1410313.61774415
238709.887506022,750118.808871472
237626.919025907,800855.634809381
499905.362228629,272919.914413945
235434.56726071,366539.928391022
49445.8860142753,291137.128679348
32064.2743123501,909614.556117229
234158.955541227,162157.526467694
102037.878082958,1156054.26646572
316020.022036787,2499518.89240905
4548.52329723114,1904828.39322567
14404.3788295042,316689.825889539
35952.1101156955,2343356.96492065
660758.983362934,838258.457803316
19615.7445335577,665393.053767809
108719.344910323,1124935.70099401
30783.2257481454,3436226.27983373
62775.9572841633,1821049.37044453
18739.860529221,743206.049725517
62743.936576936,104156.47020269
40266.7995646249,424982.803266064
12251.0081934073,383125.558460722
150703.272786941,1194811.36120785
37294.9749169746,49772.5724022193
110421.311941786,608451.092712014
234634.934086982,751280.493607574
94689.9621215515,1277635.57905327
25047.0439513053,228963.443544222
78955.8023507557,1901921.65876217
58492.0128106671,336294.35218583
134197.518288583,359380.489703857
105758.054677212,177225.289771466
27764.6535105832,204708.702189228
92185.2298024725,767259.884856284
109314.248350187,1760352.83945107
324570.952025303,1229601.95481772
91178.7939638928,329336.03150172
42626.8518769287,1316080.62599165
31183.1505542598,2685428.66079017
354012.397993455,1198416.50146808
30819.4685983957,1669761.19233039
6655.82356484213,678105.464819151
38897.6144905162,78163.5996277394
29919.1632350163,206360.028219547
26078.8085046286,631318.425109762
22490.9808626165,194945.214750621
275170.303223946,281324.042410022
86047.2476402169,140915.890914192
167304.701030413,1363984.50630648
33742.5528104208,738164.661321431
132994.444271476,1282268.37367374
28340.6165126662,297305.583348247
31845.7169924781,2456490.77412472
28950.7720374819,1198435.69626536
31293.3690842951,186405.151370801
16614.4810360363,563924.535489822
169528.066869802,2092789.0860128
21503.6959324975,144383.003296247
24253.6931987849,2968109.0830813
105755.641187776,744753.367753654
20928.6832395487,1160816.57725084
288395.133457659,1092420.11094267
18350.6573165081,2000749.40760952
12024.4932537505,527829.881239761
14935.5736317613,2398173.69768786
28582.3958665139,1233491.42603826
54678.0602201202,339568.283792312
109688.196870262,1916460.03487286
30036.9709161918,494300.136203664
34594.9935079892,1057823.05805407
31652.6163482221,2388157.23444667
98925.9920811347,1504492.31534806
131424.203809393,191173.775370593
124130.338240729,1430787.22222551
167927.461417254,290710.714890624
129576.009462526,1991217.16234173
17977.123469917,1481627.76073534
16771.1606072684,2811556.40360456
90578.8484467063,641315.931197751
25151.4767518188,663044.32756764
37986.4657345733,2808334.82236125
410582.635205053,1744429.98923742
70761.0571801737,589822.889277137
162092.986793329,463746.31461295
61673.5440370339,126727.38001156
28454.2460674467,1910361.39017741
23302.9891399365,86557.8495934064
22027.0715016308,57051.8945138272
87778.0439456063,2004256.97307477
105124.032855006,131778.966139937
68840.8169541855,1775987.98832605
176257.722549327,41462.3157898518
49325.8694736267,2129129.68939749
85385.2603132777,1673822.15338195
286807.686248955,1244578.64067902
14601.8250715941,1084974.28407688
45076.5966702335,864881.391539238
15665.0908750931,2301428.19879763
19556.2784339634,1003555.41729444
23341.1641625605,2395869.98038925
103131.657569201,1178685.36416514
106453.118706661,2501173.84466017
35823.0391017115,543968.502606526
73801.37507509,158876.767634018
74966.8859834984,913590.115804511
48391.3489817367,2445258.11525844
95539.1719698745,630086.801751451
72755.7152607205,127221.121235577
10264.165151046,369228.891418469
99110.1520656582,1511157.21828052
76687.2605551596,1589557.33064416
117049.205601981,1304053.62831855
80662.9378613244,596058.411515374
88668.9737423864,780418.425820352
80186.8355608233,69793.8645928026
92363.4963520611,424916.338247186
108324.565669763,2307074.68919476
95451.7591043956,1467980.47571602
152501.468049196,1668961.58080168
133800.697249116,542358.353076888
117391.280860255,912273.996679064
112745.655087024,1258608.90507403
100255.704308417,1898336.84326414
104519.566435205,207838.359337901
93220.2175925846,3041365.65761963
89025.0861600742,418243.845211857
83950.8323210354,283507.310652946
61171.742116318,912936.310889228
156167.646594371,402192.351700948
62184.5591034779,1960732.59687832
101340.500896523,2368247.09785725
85943.459869793,378577.644958783
80940.5662097528,513409.541273436
542788.685053262,667509.941844773
74019.9917862385,1254169.92383212
103868.410721955,1461859.70618412
95793.5829086783,707921.56603624
120477.939106753,2646697.52134979
156696.650569613,741189.10240939
492006.935650167,2228037.3777505
745840.532245426,1792093.74219598
60562.9562612097,1235605.2328062
69133.2424027116,1945065.12963857
144430.378006343,1519852.69182896
284706.909920042,95391.2912588653
739433.336416021,589192.086371782
143887.927996677,2807200.29764703
43682.0061378872,1194090.72404902
102307.900429637,46710.6237539661
70383.2280516051,1335077.46506016
10162.2432317983,7281.53300859943
48982.0880960261,177278.054052501
258292.578277347,419504.71779572
202929.672471068,848607.026736673
33614.5357750156,1269646.21683082
236445.109680475,2183164.52846251
243386.312178175,1153331.51982367
118975.770996784,453886.251201768
402030.997202969,1339884.91896525
398724.946656793,1292318.97285508
113824.114744916,758840.656954633
28494.4679916602,350660.383550554
97247.3160282234,103820.488359559
199283.035978478,684692.33937761
94181.7021920978,2616406.47476766
62592.2645436362,2405477.71228831
95310.4047041782,371114.165703664
83190.3815873799,1142546.98368643
83539.5265967235,2141543.16485584
41174.4730395717,1323786.42967871
14283.6231586347,1103840.83275506
88213.7098575443,133390.000422875
290472.549910537,709561.500004621
183967.26023167,84192.1031487791
145655.463223427,219169.064137924
22854.4587486621,382282.717762683
27162.3895419208,658229.470431778
136535.408702164,1870660.10101518
108000.032251747,5067.11704365918
107043.197415714,1085446.94019179
325718.815479334,804313.318256996
11713.2793115314,428111.514645391
58336.0354094556,1043131.71128245
49069.3292096334,199634.660807105
45185.5736550048,1621820.56525286
12671.1523134909,1439589.81658933
126160.966886681,1177856.8174439
50589.191698058,1633722.58955449
327540.073597554,571439.544931239
25306.931085221,2692758.0020567
72885.8116427908,721080.2239224
24540.4823774579,150888.748254379
39165.1878545244,2599921.29350525
197048.781881486,1183708.71302049
9498.63210193457,59392.8518665223
103392.145274068,213040.95317184
85009.5777908933,1471412.20914527
89832.6466178494,107894.79608564
259064.751770125,165048.965148719
121801.889553221,1330653.21733649
72001.4989391074,564647.966655013
943553.862385186,352131.493442107
163984.96131736,484463.395129243
85204.6089639157,1330776.36329992
46094.3404458126,1437347.57324325
135564.032008076,497171.026919712
2464.44033924499,519170.584923205
60891.0078713907,786086.545768482
35994.407552202,2174110.83552409
110250.375322627,1311401.78893565
97791.6089804044,78471.6466932389
440672.992338711,503252.237698702
52509.7635410212,1645162.27181134
108795.873085695,1288123.7630974
46826.8965775888,398972.121774974
18452.2539836292,1654645.34320807
213944.429768249,63627.0129658484
85189.8842074185,470617.076181377
49587.7365904414,1112582.12756617
361777.576118302,1032840.35060381
56192.0670857037,2065183.11795619
15735.4415887187,1827403.79285323
102321.211749611,795188.244435666
13510.5382494216,2928922.12511503
46953.6661141773,497787.790204929
34183.6072248469,189492.464644042
65448.050031733,1842541.74880198
39595.7919017471,1854587.85004443
11783.3003414027,848926.94904574
33104.0101723258,1873095.87092405
10624.926848275,391122.447674818
86922.811895125,2178034.73982914
71425.1198155049,1378075.67566068
85912.1977491946,3403557.32020559
92260.5141980682,1250245.27462114
154298.771380164,1245948.17554109
388190.818233711,1929252.38598887
392766.353646755,1532013.32011746
23657.9590688035,189126.533435284
39985.7962469914,600802.939861441
34906.3710927119,1412966.90031813
227607.884265101,457629.922665646
160277.287700195,22843.0496252792
271032.033819928,32187.0924274324
60507.9885997808,1084050.54149782
127833.770466869,504757.264549843
122457.334866586,1372539.5914905
936967.511666223,1182039.61134522
103808.983563065,1132635.55048609
127425.799530566,552592.874919799
49404.8679840451,181829.513108211
196903.757144979,45417.4346983018
50213.3452030674,2042829.41552939
229261.004618551,2871651.66772406
44592.9572893859,815004.984256557
26993.320749481,40585.7468153472
21130.8448600983,999113.62326006
26147.3291205216,1407988.27077703
85123.9907800528,2476386.4623359
39699.9002796302,394491.351114098
72337.0104959411,2115332.06816094
48836.0374449496,169665.904208188
69784.2587780143,351725.444741135
55464.5586266402,2276766.00466404
79647.4154554468,2650383.41429354
15770.9925047421,1826416.66327834
27711.9844597679,197017.532914386
9853.50356098806,1273006.11821885
8245.83475942771,2345081.08692745
77194.5760357024,779213.032210225
232386.525345268,261160.543443177
52328.8374183633,1348385.48127902
41473.4720741286,2541473.41047883
485090.924856306,19564.797476955
91427.0826685953,299620.080150733
153445.674187137,1525351.27198836
30329.2168611107,2722436.69095773
33172.3970847487,619316.310716767
24647.79717506,1171348.74106383
20377.944773102,3769065.9390024
281947.342013932,356854.471409249
24313.3915602958,1949642.7753105
28386.5769753352,1542628.65589401
23214.7604696961,904090.726046797
26325.8398775193,1108636.24244862
29455.4717432301,1664847.43908758
102052.535887337,2311456.78447365
69576.2010684342,1044469.92462894
377311.858865067,773704.30368964
36310.0230955232,755871.992654237
190337.463240111,2171056.65523216
721351.433874996,1447218.14533198
78922.3937305677,2997134.87455148
19830.5728877665,279442.100169718
13682.935313835,2392189.87016861
31791.7260418364,1106033.01402888
21307.171879543,493166.815190877
26738.3483097244,3091221.301145
72461.8578176207,2525592.23509326
12097.432340497,2511551.2848467
60834.8148603551,375012.896017064
118288.725244435,1720998.84466796
66143.3198906066,456150.790994182
179741.657243911,1181407.36819702
79871.2335777167,1837721.73094031
21237.3631496752,20859.2987206012
21496.1768957938,757742.079834565
216229.068436826,663675.897677686
29212.9086713309,1990486.51874476
77196.935662715,1139935.58549559
25779.855268702,1954348.00806678
20067.715728354,2999487.29124772
24877.7888639441,100522.186285637
109584.215600021,511179.851167929
68389.2782496026,144792.092075257
36916.5045039251,146237.65970192
83967.3958307054,434776.704008058
71652.1422049105,682679.207536108
96372.7610921775,236443.931670495
101248.34487559,927677.47767982
88102.3015190036,700415.407533354
96393.8295983953,691636.946562023
28264.4131737297,1440774.95398399
29502.1799758934,2409347.89336519
85599.2603021316,69060.354164057
219712.484951169,646476.863542049
87784.850454006,33045.2157514324
114218.513049781,1116442.2701301
78487.5749618769,1893727.60925408
225336.50229771,704576.573497341
412834.188688493,2066616.15107739
11898.5916278723,778684.703783031
36273.7676850341,2513880.27402172
44114.6583668599,119359.356860921
18900.5606660521,504587.936553991
209012.570037784,1760938.27380402
36512.7430798001,726376.171108537
61281.8990305092,1973365.18903669
526972.240925389,2446598.1170259
526016.235569292,1652673.58835712
36481.7125515245,439151.307849331
166994.804479927,403203.506590772
7933.69428704624,1471076.67735183
71596.3210527304,1070172.46551967
256098.867675005,315960.79411645
24815.9752226004,13890.3521722661
26643.7611238747,1277668.26903172
72782.5921246394,271090.412332549
104857.110708257,353157.452477842
173041.771062465,1289192.0251708
368068.470378812,2722528.68947935
187450.848093365,482749.52731161
136226.59509505,1638580.51503416
98825.5908268307,2408631.19172393
15799.1889507141,37107.7359254798
42497.2324770393,2494153.66579982
1101117.8537991,1687483.50918551
59478.1448193634,7709.44179511007
15090.6600646334,1037278.78860094
20633.2763016911,1298986.41652859
76752.2396136365,93800.7744205636
183380.72228811,128972.765886483
50709.7350084445,921889.569707357
582852.070842764,2878304.95898628
287907.660494408,1485548.65725182
117983.549455413,319403.132997046
9823.73059627039,513420.446667773
44777.0505157638,1244922.33541828
92185.0965752342,1329791.35037056
16723.2106386553,1564955.45337596
270145.66855723,1224692.3817254
66760.2671629197,2065635.23430767
25048.008105408,533018.368562846
63009.1902412041,1343686.56287358
13472.5660528551,656187.632159132
115199.423490412,1894179.91016956
50309.9259194393,984993.917272355
59818.8077581926,1131529.98560017
57119.6176864304,376459.009577011
52879.6475971383,392803.128913227
62272.9336834388,1044250.92503764
336914.467190652,293896.371864388
55699.4790736071,2677257.31041162
75655.6564728685,100909.364622334
14462.967857799,1433806.25731521
18602.0894589868,286563.671704372
582466.282026182,251354.714979373
82395.3878071693,1633568.9640691
12845.2220762231,487155.947905574
15604.0976522276,621031.594711799
14107.2827736788,557029.835066568
280331.184400359,320704.758975451
44264.487526506,369686.925452902
69934.3967589041,1126170.66340405
41773.6534859172,456013.870813955
16038.6269853986,1172607.78780754
95262.3464141737,223934.700807111
38829.9905391913,243204.183956619
86588.4666584582,2368131.41806867
11433.2986407248,84001.9182524616
32204.5448092303,2531621.37882732
14183.4877132024,753482.639848385
25711.6416160449,816093.431363584
81957.6311053946,196029.807229199
83504.178495297,1608617.93694988
10805.3276516739,36147.6063415108
120907.305621916,1714117.66133004
40015.0493095415,437006.833415674
49912.0270227679,170214.459719037
36431.0127470466,17891.6479479108
352385.383684759,1686373.13510127
62401.7002358714,763596.269743063
25902.5639665453,1727956.31646413
35350.2507012694,1120180.26540739
182662.497441141,1346877.61945622
315241.676107389,79539.6054780196
118505.391459296,196794.89509771
258066.020600783,1596117.7525517
822092.385062812,1024004.9002719
173358.644005175,1669663.12616539
148766.215814547,1421162.02677718
289053.759367093,830388.540488049
102795.871965143,3205050.78123522
9249.66519996937,155085.806518317
92160.8772049216,154194.051460547
13358.8026144228,740320.919049368
667338.013751213,1844044.61134145
3499.31592805667,196413.010805918
367856.512282369,51095.8389309586
35989.5565560011,638367.368222114
13424.7630373275,797159.296040794
293314.921976445,54832.7845827966
92555.9713098552,1065218.58850387
385051.567146214,2238731.55569189
90820.1534458953,1087962.00122911
78888.5199516544,119288.305643376
95979.2463682939,2160138.94852984
7309.4507406166,1024460.89553095
43727.4839809019,1624709.99256869
757943.213390565,676136.810767876
12590.8413404785,3028869.69182968
91712.768817395,893952.882600096
77189.4248644036,1208333.99691394
104640.85482696,2863374.1804986
816174.239192216,1292900.05930627
147567.530666434,466635.088864225
29723.5795584599,1648530.71754178
39358.1807514227,2006200.94648534
274490.199578888,2631850.1892664
125674.862101443,17113.2130282961
41981.8184143722,341918.39551067
15648.4754366327,2609279.7954479
238196.558602422,141722.984186702
245709.837404949,63619.425413529
101988.920795217,873860.806360575
26141.7641826253,1544403.4162186
13603.7597963305,250835.523150505
41226.5201247338,667865.095511761
25506.7850231634,580247.67007625
104343.858122866,2284435.61066121
16715.6977648557,774387.764524558
198083.875173817,1358321.63344749
200720.330948369,46293.2859564465
19918.7764874931,1635721.89729084
20574.6302582441,2343318.29568065
306821.533006049,1863655.74582079
121713.395192566,583518.040908587
45150.5902322543,42202.3724799417
99282.0494748606,799260.994525403
83297.0202026651,1487246.36524451
267479.960012922,300263.679746744
55571.4671266814,2066745.82741715
149105.897798268,137611.966413848
6973.2303576597,1281436.91460712
24803.0931750864,1021334.35319077
16107.4582931399,673908.578374241
2100.09040641353,80506.3142301353
13416.3001163225,140576.653729586
26133.1929237491,385863.176854537
8574.32569823323,128836.583012266
156100.009347117,204248.707285638
40500.2523704138,1660488.61507784
97676.2314089957,1602684.01040999
275656.709740378,788267.058314477
197827.344801343,1231428.10136765
79268.1067999127,415661.943794074
398531.336758006,2137229.50536441
151874.426660605,40438.5235802947
12682.4108335715,374224.659937256
129594.786320434,346655.348605353
5324.93227233423,1082876.43193655
10444.5540413615,453392.734694158
153144.22777794,1442291.54546016
284693.918100662,49940.7294557129
15886.7215345322,1913440.46694736
13039.5964988464,1133732.97119755
58303.5316461394,2096292.52158697
26784.9600213967,836621.026824222
33817.854908645,1454887.31848421
46408.1751079132,1589049.15751906
23537.2987216022,573205.391087046
33849.6774284492,723628.291103315
34113.5857154881,1956284.08277767
822652.670736714,620665.05266763
12601.3093822573,67505.0708523886
24143.2929585884,630041.50407956
61664.8638312365,1466819.37647937
10456.6000033021,136542.681669898
18492.3236059341,2287602.93239058
82242.1332146551,800708.825255742
822904.899302741,3215618.69057741
276408.017325176,43629.5253491999
202248.824174323,1161126.61092673
234943.162901976,322573.924396584
53330.5307492495,340493.878863895
236580.606314841,515735.722544625
112191.086519773,108531.950672511
356559.570409989,1383868.83273157
104745.864885484,693244.752477312
19251.2979121358,1534356.04415919
1677928.02268119,2637962.09345522
7644.83353587954,737242.909112932
2870.65642641147,351259.639487464
15967.833449887,548549.932549953
228882.975795786,954725.06354375
15130.5542022048,482854.251977014
27791.1715678776,33297.0932004111
28712.1322238715,2648281.45836918
29578.5266511046,582305.648262134
186504.692849975,1292502.79241396
225856.429691427,807722.877480026
32683.0863915873,1351646.31969656
114355.997677139,1547453.67944084
103909.910461732,1875400.37447979
142036.003701123,285401.177595447
357119.991635331,1845284.56518882
9195.61789178251,1441071.66223479
24925.8782752311,622043.328469907
250684.285214953,2778851.12456042
143708.056808688,612843.455424979
67318.6867083097,184279.481859025
71899.7941474889,176951.193522889
35723.373478685,1394793.54271676
53722.4617243051,757705.307045864
130038.277985835,662847.060750045
11970.6325010769,253636.687637593
62198.3152286546,1320444.58216659
3961.37609447161,978535.314575941
12707.5809978985,3303784.18664899
148872.400105591,1064876.57038293
59019.6940892485,256954.685295814
50261.2538851542,1012760.77823747
339608.885907459,133298.416015623
24158.2217128844,3032260.44689605
100799.288630359,1382232.55381717
81884.5300293448,144595.126395799
137280.234553365,1832619.15254107
40484.7749627659,1795507.69558148
56501.9037838655,2549606.21392096
231058.933992631,3054665.69627257
57685.5876048377,104732.551352189
66568.6246447389,80112.4437046271
268586.888760428,977460.4592402
143020.484308383,1718836.29140055
138784.800633597,1267565.0964104
42449.792500372,153083.063811496
293503.795155367,811945.8261381
50437.3670082343,2789352.81780863
40620.5303633932,737898.897778993
35969.5417954811,439089.131156941
53285.3126954692,1184086.221029
13745.4563348384,996021.930137652
83159.6556645676,2328205.71150689
64692.5921156437,729218.156834767
42836.0882900077,2094199.13742201
224380.181733597,1445057.32798957
48016.8863794438,551721.202293845
146522.335671997,298900.953033887
197054.655157828,2298082.34162842
748368.200415572,615380.62233999
78526.1709349222,316149.352572577
65323.6700353404,761628.870015087
99984.1249819171,1591563.16144603
104534.063415633,1833219.33173867
232139.558568553,1868466.14486605
258207.17037904,363097.216089028
51100.7571390753,1185057.21182813
104778.776862297,31590.9471025452
56948.0800675351,1167441.68827839
28076.26131529,652389.415862621
289281.776082598,1696853.70345206
82464.5980688976,131076.459065733
330990.544031672,407595.988645922
131550.971119739,1982260.00870216
41333.9874319361,1080568.65028715
642995.442415675,446518.72103442
82930.8298177292,200354.582134519
28938.5413096249,67136.7936083089
45437.5098551766,706155.185182894
42846.0207048392,1001721.80745049
25047.8694429418,274897.754157294
77231.2099776819,413524.863093602
71685.8748154251,580828.202994424
162360.38961585,471163.289530437
184918.898454911,1348504.0868232
88602.3581477786,365231.21335162
78823.4036116593,1835418.01063224
583057.940129165,2690897.87874311
26455.0200731637,1138651.66583832
162034.803772527,1865629.51387323
113031.607543043,575057.513151562
